method,Env,n,k,tie_safe,n_distinct,p_decision_changed,mean_values_collapsed,mean_ties_broken
KernelOfTruth_sub244953,TXH2_2022,335,34,True,334,0.0,0.0,0.0
KernelOfTruth_sub244953,TXH2_2022,335,34,False,334,0.0,0.0,1.0
KernelOfTruth_sub244953,TXH3_2022,342,34,True,342,0.0,0.0,0.0
KernelOfTruth_sub244953,TXH3_2022,342,34,False,342,0.0,0.0,0.0
KernelOfTruth_sub244953,WIH1_2022,423,42,True,418,0.0,0.0,0.0
KernelOfTruth_sub244953,WIH1_2022,423,42,False,418,0.0,0.0,5.0
KernelOfTruth_sub244953,WIH2_2022,501,50,True,491,0.0,0.0,0.0
KernelOfTruth_sub244953,WIH2_2022,501,50,False,491,0.0,0.0,10.0
KernelOfTruth_sub244953,WIH3_2022,442,44,True,437,0.0,0.0,0.0
KernelOfTruth_sub244953,WIH3_2022,442,44,False,437,0.0,0.0,5.0
EnBiSys_sub243568,DEH1_2022,473,47,True,472,0.0,0.0,0.0
EnBiSys_sub243568,DEH1_2022,473,47,False,472,0.0,0.0,1.0
EnBiSys_sub243568,GAH1_2022,445,44,True,442,0.0,0.0,0.0
EnBiSys_sub243568,GAH1_2022,445,44,False,442,0.0,0.0,3.0
EnBiSys_sub243568,GAH2_2022,437,44,True,429,0.0,0.0,0.0
EnBiSys_sub243568,GAH2_2022,437,44,False,429,0.0,0.0,8.0
EnBiSys_sub243568,IAH1_2022,524,52,True,518,0.0,0.0,0.0
EnBiSys_sub243568,IAH1_2022,524,52,False,518,0.0,0.0,6.0
EnBiSys_sub243568,IAH2_2022,518,52,True,509,0.0,0.0,0.0
EnBiSys_sub243568,IAH2_2022,518,52,False,509,0.0,0.0,9.0
EnBiSys_sub243568,IAH3_2022,521,52,True,516,0.0,0.0,0.0
EnBiSys_sub243568,IAH3_2022,521,52,False,516,0.0,0.0,5.0
EnBiSys_sub243568,IAH4_2022,518,52,True,508,0.0,0.0,0.0
EnBiSys_sub243568,IAH4_2022,518,52,False,508,0.0,0.0,10.0
EnBiSys_sub243568,ILH1_2022,446,45,True,442,0.0,0.0,0.0
EnBiSys_sub243568,ILH1_2022,446,45,False,442,0.0,0.0,4.0
EnBiSys_sub243568,INH1_2022,458,46,True,455,0.0,0.0,0.0
EnBiSys_sub243568,INH1_2022,458,46,False,455,0.0,0.0,3.0
EnBiSys_sub243568,MIH1_2022,507,51,True,505,0.0,0.0,0.0
EnBiSys_sub243568,MIH1_2022,507,51,False,505,0.0,0.0,2.0
EnBiSys_sub243568,MNH1_2022,434,43,True,429,0.0,0.0,0.0
EnBiSys_sub243568,MNH1_2022,434,43,False,429,0.0,0.0,5.0
EnBiSys_sub243568,MOH2_2022,453,45,True,451,0.0,0.0,0.0
EnBiSys_sub243568,MOH2_2022,453,45,False,451,0.0,0.0,2.0
EnBiSys_sub243568,NCH1_2022,530,53,True,527,0.0,0.0,0.0
EnBiSys_sub243568,NCH1_2022,530,53,False,527,0.0,0.0,3.0
EnBiSys_sub243568,NEH1_2022,344,34,True,340,0.0,0.0,0.0
EnBiSys_sub243568,NEH1_2022,344,34,False,340,0.0,0.0,4.0
EnBiSys_sub243568,NYH2_2022,427,43,True,427,0.0,0.0,0.0
EnBiSys_sub243568,NYH2_2022,427,43,False,427,0.0,0.0,0.0
EnBiSys_sub243568,NYH3_2022,435,44,True,434,0.0,0.0,0.0
EnBiSys_sub243568,NYH3_2022,435,44,False,434,0.0,0.0,1.0
EnBiSys_sub243568,OHH1_2022,430,43,True,429,0.0,0.0,0.0
EnBiSys_sub243568,OHH1_2022,430,43,False,429,0.0,0.0,1.0
EnBiSys_sub243568,TXH1_2022,347,35,True,347,0.0,0.0,0.0
EnBiSys_sub243568,TXH1_2022,347,35,False,347,0.0,0.0,0.0
EnBiSys_sub243568,TXH2_2022,335,34,True,335,0.0,0.0,0.0
EnBiSys_sub243568,TXH2_2022,335,34,False,335,0.0,0.0,0.0
EnBiSys_sub243568,TXH3_2022,342,34,True,341,0.0,0.0,0.0
EnBiSys_sub243568,TXH3_2022,342,34,False,341,0.0,0.0,1.0
EnBiSys_sub243568,WIH1_2022,423,42,True,419,0.0,0.0,0.0
EnBiSys_sub243568,WIH1_2022,423,42,False,419,0.0,0.0,4.0
EnBiSys_sub243568,WIH2_2022,501,50,True,500,0.0,0.0,0.0
EnBiSys_sub243568,WIH2_2022,501,50,False,500,0.0,0.0,1.0
EnBiSys_sub243568,WIH3_2022,442,44,True,437,0.0,0.0,0.0
EnBiSys_sub243568,WIH3_2022,442,44,False,437,0.0,0.0,5.0
NicheSquad_sub244985,DEH1_2022,473,47,True,469,0.0,0.0,0.0
NicheSquad_sub244985,DEH1_2022,473,47,False,469,0.0,0.0,4.0
NicheSquad_sub244985,GAH1_2022,445,44,True,443,0.0,0.0,0.0
NicheSquad_sub244985,GAH1_2022,445,44,False,443,0.0,0.0,2.0
NicheSquad_sub244985,GAH2_2022,437,44,True,435,0.0,0.0,0.0
NicheSquad_sub244985,GAH2_2022,437,44,False,435,0.0,0.0,2.0
NicheSquad_sub244985,IAH1_2022,524,52,True,1,0.0,0.0,0.0
NicheSquad_sub244985,IAH1_2022,524,52,False,1,1.0,0.0,523.0
NicheSquad_sub244985,IAH2_2022,518,52,True,515,0.0,0.0,0.0
NicheSquad_sub244985,IAH2_2022,518,52,False,515,0.0,0.0,3.0
NicheSquad_sub244985,IAH3_2022,521,52,True,518,0.0,0.0,0.0
NicheSquad_sub244985,IAH3_2022,521,52,False,518,1.0,0.0,3.0
NicheSquad_sub244985,IAH4_2022,518,52,True,516,0.0,0.0,0.0
NicheSquad_sub244985,IAH4_2022,518,52,False,516,0.0,0.0,2.0
NicheSquad_sub244985,ILH1_2022,446,45,True,445,0.0,0.0,0.0
NicheSquad_sub244985,ILH1_2022,446,45,False,445,0.0,0.0,1.0
NicheSquad_sub244985,INH1_2022,458,46,True,456,0.0,0.0,0.0
NicheSquad_sub244985,INH1_2022,458,46,False,456,0.0,0.0,2.0
NicheSquad_sub244985,MIH1_2022,507,51,True,507,0.0,0.0,0.0
NicheSquad_sub244985,MIH1_2022,507,51,False,507,0.0,0.0,0.0
NicheSquad_sub244985,MNH1_2022,434,43,True,433,0.0,0.0,0.0
NicheSquad_sub244985,MNH1_2022,434,43,False,433,0.0,0.0,1.0
NicheSquad_sub244985,MOH2_2022,453,45,True,451,0.0,0.0,0.0
NicheSquad_sub244985,MOH2_2022,453,45,False,451,0.0,0.0,2.0
NicheSquad_sub244985,NCH1_2022,530,53,True,1,0.0,0.0,0.0
NicheSquad_sub244985,NCH1_2022,530,53,False,1,1.0,0.0,529.0
NicheSquad_sub244985,NEH1_2022,344,34,True,342,0.0,0.0,0.0
NicheSquad_sub244985,NEH1_2022,344,34,False,342,0.0,0.0,2.0
NicheSquad_sub244985,NYH2_2022,427,43,True,426,0.0,0.0,0.0
NicheSquad_sub244985,NYH2_2022,427,43,False,426,0.0,0.0,1.0
NicheSquad_sub244985,NYH3_2022,435,44,True,434,0.0,0.0,0.0
NicheSquad_sub244985,NYH3_2022,435,44,False,434,0.0,0.0,1.0
NicheSquad_sub244985,OHH1_2022,430,43,True,429,0.0,0.0,0.0
NicheSquad_sub244985,OHH1_2022,430,43,False,429,0.0,0.0,1.0
NicheSquad_sub244985,TXH1_2022,347,35,True,346,0.0,0.0,0.0
NicheSquad_sub244985,TXH1_2022,347,35,False,346,0.0,0.0,1.0
NicheSquad_sub244985,TXH2_2022,335,34,True,334,0.0,0.0,0.0
NicheSquad_sub244985,TXH2_2022,335,34,False,334,0.0,0.0,1.0
NicheSquad_sub244985,TXH3_2022,342,34,True,341,0.0,0.0,0.0
NicheSquad_sub244985,TXH3_2022,342,34,False,341,0.0,0.0,1.0
NicheSquad_sub244985,WIH1_2022,423,42,True,423,0.0,0.0,0.0
NicheSquad_sub244985,WIH1_2022,423,42,False,423,0.0,0.0,0.0
NicheSquad_sub244985,WIH2_2022,501,50,True,499,0.0,0.0,0.0
NicheSquad_sub244985,WIH2_2022,501,50,False,499,0.0,0.0,2.0
NicheSquad_sub244985,WIH3_2022,442,44,True,442,0.0,0.0,0.0
NicheSquad_sub244985,WIH3_2022,442,44,False,442,0.0,0.0,0.0
