A,B,dr,dg,overlap,n_env,agree
ens_all__biased,gxe_ridge,0.07095454665101764,0.11972949134083793,0.6104749414257251,169,True
ens_all__biased,knn10,0.03588794648494303,0.12712591788068145,0.5605670402362144,169,True
ens_all__biased,knn10__biased,0.03588794648494301,0.12880645805785207,0.5605670402362144,169,True
ens_all__biased,knn10__inflated,0.03588794648494303,0.12712591788068145,0.5605670402362144,169,True
ens_all__biased,knn10__noise0.5,0.07751344751888188,0.19934713335324122,0.3591248291839629,169,True
ens_all__biased,knn10__noise1.5,0.1597819962946656,0.2667860841953699,0.19632607187288006,169,True
ens_all__biased,knn10__shrunk,0.035887946484943,0.1289199616626944,0.5605670402362144,169,True
ens_all__biased,knn10__shuffled,0.13093640724494035,0.2409781985118083,0.2581073497327335,169,True
ens_all__biased,knn50,0.01192928143970343,0.07825324844191389,0.35179984358145067,169,True
ens_all__biased,markeronly_pc100,0.0805489535795086,-0.004059259340063375,0.25220405579573923,169,False
ens_all__biased,markeronly_pc100__biased,0.0805489535795086,-0.004059259340063375,0.25220405579573923,169,False
ens_all__biased,markeronly_pc100__inflated,0.0805489535795086,-0.004059259340063375,0.25220405579573923,169,False
ens_all__biased,markeronly_pc100__noise0.5,0.025565820487998804,-0.08371897400330934,0.20033020922369338,169,False
ens_all__biased,markeronly_pc100__noise1.5,0.09498364631519506,0.21925159303749522,0.1490750248455427,169,True
ens_all__biased,markeronly_pc100__shrunk,0.0805489535795086,-0.004059259340063375,0.25220405579573923,169,False
ens_all__biased,markeronly_pc25,0.06462320326018758,-0.06954164823876997,0.20478146942429046,169,False
ens_all__biased,mlp,0.013964861438698952,-0.07074343568902963,0.41208988107860073,169,False
ens_all__biased,mlp__biased,0.013964861438698963,-0.07074343568902963,0.41208988107860073,169,False
ens_all__biased,mlp__inflated,0.013964861438698963,-0.07074343568902963,0.41208988107860073,169,False
ens_all__biased,mlp__shrunk,0.013964861438698946,-0.07074343568902963,0.41208988107860073,169,False
ens_all__biased,reaction_norm,0.07120595045723019,0.11937034958187875,0.6097352964553109,169,True
ens_all__biased,reaction_norm__biased,0.07120595045723022,0.11937034958187875,0.6097352964553109,169,True
ens_all__biased,reaction_norm__inflated,0.07120595045723019,0.11937034958187875,0.6097352964553109,169,True
ens_all__biased,reaction_norm__noise0.5,0.15024852942023492,0.2212894858301762,0.27404160965810415,169,True
ens_all__biased,reaction_norm__noise1.5,0.20758650831522024,0.34044311203619415,0.14879086798346813,169,True
ens_all__biased,reaction_norm__shrunk,0.07120595045723017,0.11937034958187875,0.6097352964553109,169,True
ens_all__biased,rf_large,0.04442523213954063,0.033771124886980884,0.5938501982362384,169,True
ens_all__biased,rf_large__biased,0.04442523213954061,0.033771124886980884,0.5938501982362384,169,True
ens_all__biased,rf_large__inflated,0.04442523213954063,0.033771124886980884,0.5938501982362384,169,True
ens_all__biased,rf_large__noise0.5,0.10402779982716583,0.20229734164774008,0.3599524190568146,169,True
ens_all__biased,rf_large__noise1.5,0.18655794548216376,0.3732482066957767,0.19971770584194726,169,True
ens_all__biased,rf_large__shrunk,0.044425232139540555,0.033771124886980884,0.5938501982362384,169,True
ens_all__biased,rf_large__shuffled,0.15756260111719061,0.2636009623421763,0.27179486194788877,169,True
ens_all__biased,rf_small,0.02557304053769948,0.019785729788888755,0.6537360534332529,169,True
ens_all__biased,ridge_pc100_hi,0.05975783798383699,0.0858444458810911,0.6177932489780343,169,True
ens_all__biased,ridge_pc100_lo,0.060218202014500566,0.08161763959146899,0.618976680930697,169,True
ens_all__biased,ridge_pc10_hi,0.07047407705643595,0.12099771731912562,0.6160308160224776,169,True
ens_all__biased,ridge_pc10_lo,0.0707617307498693,0.12239264356264774,0.614665317615559,169,True
ens_all__biased,ridge_pc25_hi,0.06368208773334719,0.11065918010838999,0.6059231442790052,169,True
ens_all__biased,ridge_pc25_lo,0.063973658195506,0.10995579330913643,0.6063457985478133,169,True
ens_all__biased,ridge_pc50_hi,0.052280795546046206,0.07824493492285194,0.6436998219077538,169,True
ens_all__biased,ridge_pc50_lo,0.0526219087249293,0.07691403220946769,0.642319151296314,169,True
ens_all__biased,ridge_pc50_lo__biased,0.0526219087249293,0.07691403220946769,0.642319151296314,169,True
ens_all__biased,ridge_pc50_lo__inflated,0.0526219087249293,0.07691403220946769,0.642319151296314,169,True
ens_all__biased,ridge_pc50_lo__noise0.5,0.15271236355611512,0.2627220134852784,0.2854387288466847,169,True
ens_all__biased,ridge_pc50_lo__noise1.5,0.18008123257846995,0.3630191988242696,0.14854425861988607,169,True
ens_all__biased,ridge_pc50_lo__shrunk,0.05262190872492928,0.07691403220946769,0.642319151296314,169,True
ens_all__biased,ridge_pc50_lo__shuffled,0.16956539738083365,0.268132406433057,0.23893532141167517,169,True
ens_all__inflated,ens_linear,0.0553150835657852,0.057676754042257576,0.6577191415125783,169,True
ens_all__inflated,ens_tree,0.011464670976340036,0.021323667756802514,0.7568064088010813,169,True
ens_all__inflated,env_plus_geno,0.06248664917574256,0.04672103541382857,0.6720045949545504,169,True
ens_all__inflated,gblup,0.12003730536266341,0.07738373788042154,0.2501711437427374,169,True
ens_all__inflated,gblup_gxe,0.13850189803862312,0.15699290487455664,0.2704899848606368,169,True
ens_all__inflated,gbm_deep,0.009969088240008053,0.03181204253402393,0.7023724380545792,169,True
ens_all__inflated,gbm_deep__biased,0.009969088240008014,0.03181204253402393,0.7023724380545792,169,True
ens_all__inflated,gbm_deep__inflated,0.009969088240008058,0.03181204253402393,0.7023724380545792,169,True
ens_all__inflated,gbm_deep__noise0.5,0.10390165654841703,0.21106796936724695,0.30568650645225337,169,True
ens_all__inflated,gbm_deep__noise1.5,0.17519442120068762,0.30351652018519615,0.1777469101460888,169,True
ens_all__inflated,gbm_deep__shrunk,0.009969088240008053,0.03181204253402393,0.7023724380545792,169,True
ens_all__inflated,gbm_deep__shuffled,0.15620455518053164,0.26286184069257285,0.25909643216264155,169,True
ens_all__inflated,gbm_shallow,0.03340740358448685,0.07955333733768685,0.6730751937795991,169,True
ens_all__inflated,geno_mean,0.06248664917574256,0.04672103541382857,0.6720045949545504,169,True
ens_all__inflated,gxe_ridge,0.07095454665101765,0.11972949134083793,0.6104749414257251,169,True
ens_all__inflated,knn10,0.035887946484943055,0.12712591788068145,0.5605670402362144,169,True
ens_all__inflated,knn10__biased,0.03588794648494305,0.12880645805785207,0.5605670402362144,169,True
ens_all__inflated,knn10__inflated,0.03588794648494307,0.12712591788068145,0.5605670402362144,169,True
ens_all__inflated,knn10__noise0.5,0.07751344751888192,0.19934713335324122,0.3591248291839629,169,True
ens_all__inflated,knn10__noise1.5,0.15978199629466563,0.2667860841953699,0.19632607187288006,169,True
ens_all__inflated,knn10__shrunk,0.035887946484943034,0.1289199616626944,0.5605670402362144,169,True
ens_all__inflated,knn10__shuffled,0.1309364072449404,0.2409781985118083,0.2581073497327335,169,True
ens_all__inflated,knn50,0.011929281439703465,0.07825324844191389,0.35179984358145067,169,True
ens_all__inflated,markeronly_pc100,0.08054895357950857,-0.004059259340063375,0.25220405579573923,169,False
ens_all__inflated,markeronly_pc100__biased,0.08054895357950856,-0.004059259340063375,0.25220405579573923,169,False
ens_all__inflated,markeronly_pc100__inflated,0.08054895357950856,-0.004059259340063375,0.25220405579573923,169,False
ens_all__inflated,markeronly_pc100__noise0.5,0.025565820487998773,-0.08371897400330934,0.20033020922369338,169,False
ens_all__inflated,markeronly_pc100__noise1.5,0.0949836463151951,0.21925159303749522,0.1490750248455427,169,True
ens_all__inflated,markeronly_pc100__shrunk,0.08054895357950856,-0.004059259340063375,0.25220405579573923,169,False
ens_all__inflated,markeronly_pc25,0.06462320326018754,-0.06954164823876997,0.20478146942429046,169,False
ens_all__inflated,mlp,0.01396486143869892,-0.07074343568902963,0.41208988107860073,169,False
ens_all__inflated,mlp__biased,0.013964861438698925,-0.07074343568902963,0.41208988107860073,169,False
ens_all__inflated,mlp__inflated,0.013964861438698925,-0.07074343568902963,0.41208988107860073,169,False
ens_all__inflated,mlp__shrunk,0.013964861438698914,-0.07074343568902963,0.41208988107860073,169,False
ens_all__inflated,reaction_norm,0.07120595045723023,0.11937034958187875,0.6097352964553109,169,True
ens_all__inflated,reaction_norm__biased,0.07120595045723024,0.11937034958187875,0.6097352964553109,169,True
ens_all__inflated,reaction_norm__inflated,0.07120595045723022,0.11937034958187875,0.6097352964553109,169,True
ens_all__inflated,reaction_norm__noise0.5,0.15024852942023495,0.2212894858301762,0.27404160965810415,169,True
ens_all__inflated,reaction_norm__noise1.5,0.20758650831522024,0.34044311203619415,0.14879086798346813,169,True
ens_all__inflated,reaction_norm__shrunk,0.07120595045723022,0.11937034958187875,0.6097352964553109,169,True
ens_all__inflated,rf_large,0.04442523213954067,0.033771124886980884,0.5938501982362384,169,True
ens_all__inflated,rf_large__biased,0.04442523213954065,0.033771124886980884,0.5938501982362384,169,True
ens_all__inflated,rf_large__inflated,0.044425232139540666,0.033771124886980884,0.5938501982362384,169,True
ens_all__inflated,rf_large__noise0.5,0.10402779982716587,0.20229734164774008,0.3599524190568146,169,True
ens_all__inflated,rf_large__noise1.5,0.1865579454821638,0.3732482066957767,0.19971770584194726,169,True
ens_all__inflated,rf_large__shrunk,0.04442523213954059,0.033771124886980884,0.5938501982362384,169,True
ens_all__inflated,rf_large__shuffled,0.15756260111719067,0.2636009623421763,0.27179486194788877,169,True
ens_all__inflated,rf_small,0.025573040537699515,0.019785729788888755,0.6537360534332529,169,True
ens_all__inflated,ridge_pc100_hi,0.05975783798383702,0.0858444458810911,0.6177932489780343,169,True
ens_all__inflated,ridge_pc100_lo,0.060218202014500594,0.08161763959146899,0.618976680930697,169,True
ens_all__inflated,ridge_pc10_hi,0.07047407705643598,0.12099771731912562,0.6160308160224776,169,True
ens_all__inflated,ridge_pc10_lo,0.07076173074986934,0.12239264356264774,0.614665317615559,169,True
ens_all__inflated,ridge_pc25_hi,0.06368208773334721,0.11065918010838999,0.6059231442790052,169,True
ens_all__inflated,ridge_pc25_lo,0.06397365819550603,0.10995579330913643,0.6063457985478133,169,True
ens_all__inflated,ridge_pc50_hi,0.052280795546046234,0.07824493492285194,0.6436998219077538,169,True
ens_all__inflated,ridge_pc50_lo,0.05262190872492934,0.07691403220946769,0.642319151296314,169,True
ens_all__inflated,ridge_pc50_lo__biased,0.05262190872492934,0.07691403220946769,0.642319151296314,169,True
ens_all__inflated,ridge_pc50_lo__inflated,0.05262190872492933,0.07691403220946769,0.642319151296314,169,True
ens_all__inflated,ridge_pc50_lo__noise0.5,0.15271236355611514,0.2627220134852784,0.2854387288466847,169,True
ens_all__inflated,ridge_pc50_lo__noise1.5,0.18008123257846997,0.3630191988242696,0.14854425861988607,169,True
ens_all__inflated,ridge_pc50_lo__shrunk,0.05262190872492932,0.07691403220946769,0.642319151296314,169,True
ens_all__inflated,ridge_pc50_lo__shuffled,0.16956539738083368,0.268132406433057,0.23893532141167517,169,True
ens_all__shrunk,ens_linear,0.05531508356578524,0.057676754042257576,0.6577191415125783,169,True
ens_all__shrunk,ens_tree,0.011464670976340078,0.021323667756802514,0.7568064088010813,169,True
ens_all__shrunk,env_plus_geno,0.0624866491757426,0.04672103541382857,0.6720045949545504,169,True
ens_all__shrunk,gblup,0.12003730536266337,0.07738373788042154,0.2501711437427374,169,True
ens_all__shrunk,gblup_gxe,0.1385018980386231,0.15699290487455664,0.2704899848606368,169,True
ens_all__shrunk,gbm_deep,0.009969088240008098,0.03181204253402393,0.7023724380545792,169,True
ens_all__shrunk,gbm_deep__biased,0.009969088240008058,0.03181204253402393,0.7023724380545792,169,True
ens_all__shrunk,gbm_deep__inflated,0.0099690882400081,0.03181204253402393,0.7023724380545792,169,True
ens_all__shrunk,gbm_deep__noise0.5,0.10390165654841708,0.21106796936724695,0.30568650645225337,169,True
ens_all__shrunk,gbm_deep__noise1.5,0.1751944212006877,0.30351652018519615,0.1777469101460888,169,True
ens_all__shrunk,gbm_deep__shrunk,0.009969088240008094,0.03181204253402393,0.7023724380545792,169,True
ens_all__shrunk,gbm_deep__shuffled,0.15620455518053167,0.26286184069257285,0.25909643216264155,169,True
ens_all__shrunk,gbm_shallow,0.0334074035844869,0.07955333733768685,0.6730751937795991,169,True
ens_all__shrunk,geno_mean,0.062486649175742606,0.04672103541382857,0.6720045949545504,169,True
ens_all__shrunk,gxe_ridge,0.0709545466510177,0.11972949134083793,0.6104749414257251,169,True
ens_all__shrunk,knn10,0.035887946484943097,0.12712591788068145,0.5605670402362144,169,True
ens_all__shrunk,knn10__biased,0.03588794648494309,0.12880645805785207,0.5605670402362144,169,True
ens_all__shrunk,knn10__inflated,0.03588794648494311,0.12712591788068145,0.5605670402362144,169,True
ens_all__shrunk,knn10__noise0.5,0.07751344751888196,0.19934713335324122,0.3591248291839629,169,True
ens_all__shrunk,knn10__noise1.5,0.1597819962946657,0.2667860841953699,0.19632607187288006,169,True
ens_all__shrunk,knn10__shrunk,0.03588794648494307,0.1289199616626944,0.5605670402362144,169,True
ens_all__shrunk,knn10__shuffled,0.13093640724494046,0.2409781985118083,0.2581073497327335,169,True
ens_all__shrunk,knn50,0.011929281439703506,0.07825324844191389,0.35179984358145067,169,True
ens_all__shrunk,markeronly_pc100,0.08054895357950852,-0.004059259340063375,0.25220405579573923,169,False
ens_all__shrunk,markeronly_pc100__biased,0.0805489535795085,-0.004059259340063375,0.25220405579573923,169,False
ens_all__shrunk,markeronly_pc100__inflated,0.0805489535795085,-0.004059259340063375,0.25220405579573923,169,False
ens_all__shrunk,markeronly_pc100__noise0.5,0.02556582048799873,-0.08371897400330934,0.20033020922369338,169,False
ens_all__shrunk,markeronly_pc100__noise1.5,0.09498364631519512,0.21925159303749522,0.1490750248455427,169,True
ens_all__shrunk,markeronly_pc100__shrunk,0.08054895357950852,-0.004059259340063375,0.25220405579573923,169,False
ens_all__shrunk,markeronly_pc25,0.0646232032601875,-0.06954164823876997,0.20478146942429046,169,False
ens_all__shrunk,mlp,0.013964861438698878,-0.07074343568902963,0.41208988107860073,169,False
ens_all__shrunk,mlp__biased,0.013964861438698878,-0.07074343568902963,0.41208988107860073,169,False
ens_all__shrunk,mlp__inflated,0.013964861438698883,-0.07074343568902963,0.41208988107860073,169,False
ens_all__shrunk,mlp__shrunk,0.013964861438698862,-0.07074343568902963,0.41208988107860073,169,False
ens_all__shrunk,reaction_norm,0.07120595045723026,0.11937034958187875,0.6097352964553109,169,True
ens_all__shrunk,reaction_norm__biased,0.07120595045723029,0.11937034958187875,0.6097352964553109,169,True
ens_all__shrunk,reaction_norm__inflated,0.07120595045723026,0.11937034958187875,0.6097352964553109,169,True
ens_all__shrunk,reaction_norm__noise0.5,0.150248529420235,0.2212894858301762,0.27404160965810415,169,True
ens_all__shrunk,reaction_norm__noise1.5,0.20758650831522032,0.34044311203619415,0.14879086798346813,169,True
ens_all__shrunk,reaction_norm__shrunk,0.07120595045723026,0.11937034958187875,0.6097352964553109,169,True
ens_all__shrunk,rf_large,0.04442523213954072,0.033771124886980884,0.5938501982362384,169,True
ens_all__shrunk,rf_large__biased,0.04442523213954069,0.033771124886980884,0.5938501982362384,169,True
ens_all__shrunk,rf_large__inflated,0.04442523213954071,0.033771124886980884,0.5938501982362384,169,True
ens_all__shrunk,rf_large__noise0.5,0.10402779982716591,0.20229734164774008,0.3599524190568146,169,True
ens_all__shrunk,rf_large__noise1.5,0.18655794548216384,0.3732482066957767,0.19971770584194726,169,True
ens_all__shrunk,rf_large__shrunk,0.04442523213954063,0.033771124886980884,0.5938501982362384,169,True
ens_all__shrunk,rf_large__shuffled,0.1575626011171907,0.2636009623421763,0.27179486194788877,169,True
ens_all__shrunk,rf_small,0.025573040537699564,0.019785729788888755,0.6537360534332529,169,True
ens_all__shrunk,ridge_pc100_hi,0.05975783798383706,0.0858444458810911,0.6177932489780343,169,True
ens_all__shrunk,ridge_pc100_lo,0.060218202014500635,0.08161763959146899,0.618976680930697,169,True
ens_all__shrunk,ridge_pc10_hi,0.07047407705643603,0.12099771731912562,0.6160308160224776,169,True
ens_all__shrunk,ridge_pc10_lo,0.07076173074986938,0.12239264356264774,0.614665317615559,169,True
ens_all__shrunk,ridge_pc25_hi,0.06368208773334726,0.11065918010838999,0.6059231442790052,169,True
ens_all__shrunk,ridge_pc25_lo,0.06397365819550607,0.10995579330913643,0.6063457985478133,169,True
ens_all__shrunk,ridge_pc50_hi,0.052280795546046276,0.07824493492285194,0.6436998219077538,169,True
ens_all__shrunk,ridge_pc50_lo,0.05262190872492938,0.07691403220946769,0.642319151296314,169,True
ens_all__shrunk,ridge_pc50_lo__biased,0.05262190872492938,0.07691403220946769,0.642319151296314,169,True
ens_all__shrunk,ridge_pc50_lo__inflated,0.05262190872492938,0.07691403220946769,0.642319151296314,169,True
ens_all__shrunk,ridge_pc50_lo__noise0.5,0.1527123635561152,0.2627220134852784,0.2854387288466847,169,True
ens_all__shrunk,ridge_pc50_lo__noise1.5,0.18008123257847003,0.3630191988242696,0.14854425861988607,169,True
ens_all__shrunk,ridge_pc50_lo__shrunk,0.05262190872492937,0.07691403220946769,0.642319151296314,169,True
ens_all__shrunk,ridge_pc50_lo__shuffled,0.1695653973808337,0.268132406433057,0.23893532141167517,169,True
ens_linear,ens_tree,0.043850412589445165,0.036353086285455076,0.5871678803981683,169,True
ens_linear,env_plus_geno,0.007171565609957355,-0.010955718628429005,0.8333451738293047,169,False
ens_linear,gblup,0.17535238892844862,0.1350604919226791,0.24511972220845524,169,True
ens_linear,gblup_gxe,0.19381698160440836,0.2146696589168142,0.22057267631957797,169,True
ens_linear,gbm_deep,0.045345995325777155,0.025864711508233645,0.6456789995763008,169,True
ens_linear,gbm_deep__biased,0.04534599532577719,0.025864711508233645,0.6456789995763008,169,True
ens_linear,gbm_deep__inflated,0.04534599532577715,0.025864711508233645,0.6456789995763008,169,True
ens_linear,gbm_deep__noise0.5,0.04858657298263184,0.15339121532498937,0.30207995825906464,169,True
ens_linear,gbm_deep__noise1.5,0.11987933763490244,0.2458397661429385,0.16165499068486894,169,True
ens_linear,gbm_deep__shrunk,0.045345995325777155,0.025864711508233645,0.6456789995763008,169,True
ens_linear,gbm_deep__shuffled,0.10088947161474641,0.2051850866503153,0.23857081368354421,169,True
ens_linear,gbm_shallow,0.021907679981298358,-0.021876583295429276,0.7451980337356844,169,False
ens_linear,geno_mean,0.007171565609957346,-0.010955718628429005,0.8333451738293047,169,False
ens_linear,gxe_ridge,0.01563946308523246,0.06205273729858034,0.7325582418153751,169,True
ens_linear,knn10,0.01942713708084215,-0.0694491638384239,0.40372505720598584,169,False
ens_linear,knn10__biased,0.019427137080842156,-0.07112970401559449,0.40372505720598584,169,False
ens_linear,knn10__inflated,0.019427137080842143,-0.0694491638384239,0.40372505720598584,169,False
ens_linear,knn10__noise0.5,0.02219836395309672,0.14167037931098364,0.25487006414415553,169,True
ens_linear,knn10__noise1.5,0.10446691272888042,0.2091093301531123,0.16668713626462028,169,True
ens_linear,knn10__shrunk,0.019427137080842177,-0.07124320762043683,0.40372505720598584,169,False
ens_linear,knn10__shuffled,0.07562132367915521,0.1833014444695507,0.20477104789830028,169,True
ens_linear,knn50,0.04338580212608174,-0.02057649439965631,0.3435240547967605,169,False
ens_linear,markeronly_pc100,0.13586403714529377,0.0536174947021942,0.26303308576192014,169,True
ens_linear,markeronly_pc100__biased,0.13586403714529377,0.0536174947021942,0.26303308576192014,169,True
ens_linear,markeronly_pc100__inflated,0.13586403714529377,0.0536174947021942,0.26303308576192014,169,True
ens_linear,markeronly_pc100__noise0.5,0.08088090405378397,-0.02604221996105177,0.20163622165234585,169,False
ens_linear,markeronly_pc100__noise1.5,0.039668562749409886,0.16157483899523764,0.1363200198934029,169,True
ens_linear,markeronly_pc100__shrunk,0.13586403714529377,0.0536174947021942,0.26303308576192014,169,True
ens_linear,markeronly_pc25,0.11993828682597274,-0.011864894196512392,0.21956069536246356,169,False
ens_linear,mlp,0.06927994500448413,-0.013066681646772039,0.42630540185516175,169,False
ens_linear,mlp__biased,0.06927994500448413,-0.013066681646772039,0.42630540185516175,169,False
ens_linear,mlp__inflated,0.06927994500448413,-0.013066681646772039,0.42630540185516175,169,False
ens_linear,mlp__shrunk,0.0692799450044841,-0.013066681646772039,0.42630540185516175,169,False
ens_linear,reaction_norm,0.015890866891445015,0.061693595539621185,0.7325582418153751,169,True
ens_linear,reaction_norm__biased,0.015890866891445036,0.061693595539621185,0.7325582418153751,169,True
ens_linear,reaction_norm__inflated,0.015890866891445005,0.061693595539621185,0.7325582418153751,169,True
ens_linear,reaction_norm__noise0.5,0.09493344585444975,0.16361273178791866,0.29409078827349916,169,True
